,City,country,Latitude,Longitude,Location,State,State Code
318,Thornton,United States,39.8695516,-104.985181,"Thornton, CO",Colorado,CO
319,St Neots,United Kingdom,52.2316268,-0.2470646,"Saint Neots, England, England",England,ENG
320,Wales,United States,48.895238,-98.600806,"Port Talbot, Wales, Wales",North Dakota,ND
321,Wallasey,United Kingdom,53.4241208,-3.0394101,"Wallasey, England, England",England,ENG
322,Stillwater,United States,36.1156306,-97.0585717,"Stillwater, OK",Oklahoma,OK
323,Wales,United Kingdom,53.34061,-1.28162,"Ebbw Vale, Wales, Wales",England,ENG
324,Manteca,United States,37.81623435,-121.22178815385232,"Manteca, CA",California,CA
325,Westmont,United States,41.7955938,-87.976861,"Westmont, IL",Illinois,IL
326,Colwyn Bay,United Kingdom,53.30503684999999,-3.7194710235344868,"Colwyn Bay, Wales, Wales",Wales,WLS
327,Wales,United Kingdom,53.34061,-1.28162,"Blackwood, Wales, Wales",England,ENG
328,Richland,United States,46.2804298,-119.275205,"Richland, WA",Washington,WA
329,Saddle Brook,United States,40.898988,-74.0926418,"Saddle Brook, NJ",New Jersey,NJ
330,Atlanta,United States,33.1162131,-94.1663493,"Atlanta, TX",Texas,TX
331,Salisbury,United States,35.6709727,-80.4742261,"Salisbury, NC",North Carolina,NC
332,Warrington,United Kingdom,53.393836,-2.591124,"Warrington, South East England, England, England",England,ENG
333,Brentwood,United States,36.0325687,-86.7825235,"Brentwood, TN",Tennessee,TN
334,Marysville,United States,48.0517429,-122.1768209,"Marysville, WA",Washington,WA
335,Peshawar,Pakistan,34.0123846,71.5787458,Peshāwar,Khyber Pakhtunkhwa,KP
336,Uttlesford,United Kingdom,52.021569,0.2411256,"Saffron Walden, England, England",England,ENG
337,Caernarfon,United Kingdom,53.1375302,-4.2719629,"Caernarfon, Wales, Wales",Wales,WLS
338,Fort Walton Beach,United States,30.4057552,-86.618842,"Fort Walton Beach, FL",Florida,FL
339,Warren,United States,41.237557,-80.818417,"Warren, OH",Ohio,OH
340,Holyhead,United Kingdom,53.3073739,-4.6312147,"Holyhead, Wales, Wales",Wales,WLS
341,Newark,United States,40.0581205,-82.4012643,"Newark, OH",Ohio,OH
342,El Monte,United States,34.0751571,-118.036849,"El Monte, CA",California,CA
343,Huntsville,United States,30.7235263,-95.5507771,"Huntsville, TX",Texas,TX
344,Londonderry / Derry,United Kingdom,54.995449,-7.323562,"Londonderry County Borough, Northern Ireland, Northern Ireland",Northern Ireland,NIR
345,Seattle,United States,47.5614876,-122.312903,"South Seattle, WA",Washington,WA
346,Florissant,United States,38.7919683,-90.3227803,"Florissant, MO",Missouri,MO
347,North Salt Lake,United States,40.8485564,-111.906882,"North Salt Lake, UT",Utah,UT
348,Bremerton,United States,47.5653663,-122.6246836,"Bremerton, WA",Washington,WA
349,Edwardsville,United States,38.8114364,-89.953157,"Edwardsville, IL",Illinois,IL
350,Cornwall,Canada,45.0184417,-74.728703,"Cornwall, ON",Ontario,ON
351,Wailea,United States,20.6871749,-156.4390415,"Wailea, HI",Hawaii,HI
352,Claremont,United States,34.0966764,-117.7197785,"Claremont, CA",California,CA
353,Lacey,United States,47.0263876,-122.8072257,"Lacey, WA",Washington,WA
354,Montville Township,United States,40.9148209,-74.383763,"Montville, NJ",New Jersey,NJ
355,Sandusky,United States,41.4561002,-82.7115813,"Sandusky, OH",Ohio,OH
356,Rocky Mount,United States,35.9423833,-77.7956949,"Rocky Mount, NC",North Carolina,NC
357,La Mesa,United States,32.7678288,-117.0230839,"La Mesa, CA",California,CA
358,Stevens Point,United States,44.5229223,-89.574111,"Stevens Point, WI",Wisconsin,WI
359,Opelousas,United States,30.5335302,-92.081509,"Opelousas, LA",Louisiana,LA
360,Saxonburg,United States,40.7539956,-79.8103943,"Saxonburg, PA",Pennsylvania,PA
361,Wantagh,United States,40.6837121,-73.5101258,"Wantagh, NY",New York,NY
362,Placentia,United States,33.8714814,-117.8617337,"Placentia, CA",California,CA
363,Wales,United Kingdom,53.34061,-1.28162,"Magor, Wales, Wales",England,ENG
364,Kennewick,United States,46.2087066,-119.119919,"Kennewick, WA",Washington,WA
365,Village of Nassau,United States,42.5159145,-73.6101159,"Nassau, NY",New York,NY
366,London,United Kingdom,51.6267968,-0.0769118,"Edmonton, England, England",England,ENG
367,Dingwall,United Kingdom,57.5954797,-4.4284337,"Dingwall, Scotland, Scotland",Scotland,SCT
368,Killingworth,United Kingdom,55.021739,-1.565423,"Longbenton, England, England",England,ENG
369,Casa Grande,United States,32.8795022,-111.757352,"Casa Grande, AZ",Arizona,AZ
370,Montrose,United Kingdom,56.7114295,-2.4681544,"Montrose, Scotland, Scotland",Scotland,SCT
371,Waikīkī,United States,21.2855,-157.83594,"Waikïkï, HI",Hawaii,HI
372,Rockwall,United States,32.9312336,-96.4597089,"Rockwall, TX",Texas,TX
373,Winter Garden,United States,28.5656649,-81.5856742,"Winter Garden, FL",Florida,FL
374,Lewis Center,United States,40.1983958,-83.0101843,"Lewis Center, OH",Ohio,OH
375,Waynesboro,United States,38.0686668,-78.8893999,"Waynesboro, VA",Virginia,VA
376,Liverpool,United Kingdom,53.3964505,-2.9281452,"Wavertree, England, England",England,ENG
377,Dana Point,United States,33.4669721,-117.6981075,"Dana Point, CA",California,CA
378,City of Oneonta,United States,42.453492,-75.0629531,"Oneonta, NY",New York,NY
379,Woodinville,United States,47.7545827,-122.1588902,"Woodinville, WA",Washington,WA
380,Clinton,United States,38.7651145,-76.8983059,"Clinton, MD",Maryland,MD
381,Sandbach,United Kingdom,53.1439168,-2.3622625,"Sandbach, England, England",England,ENG
382,Warwick,United States,41.7002024,-71.4161108,"Warwick, RI",Rhode Island,RI
383,Boynton Beach,United States,26.5256179,-80.0666026,"Boynton Beach, FL",Florida,FL
384,Clintwood,United States,37.1501067,-82.4559846,"Clintwood, VA",Virginia,VA
385,Waltham Cross,United Kingdom,51.6857829,-0.0330001,"Waltham Cross, England, England",England,ENG
386,Salford,United Kingdom,53.5242276,-2.3984426,"Walkden, England, England",England,ENG
387,City of Mount Vernon,United States,40.9125085,-73.8386504,"Mount Vernon, NY",New York,NY
388,Kent,United States,41.1536674,-81.357886,"Kent, OH",Ohio,OH
389,Saint Cloud,United States,28.2498534,-81.2839038,"Saint Cloud, FL",Florida,FL
390,London,United Kingdom,51.402853449999995,-0.09676901675750504,"Thornton Heath, England, England",England,ENG
391,Lakewood,United States,47.1717649,-122.518458,"Lakewood, WA",Washington,WA
392,Cambridgeshire,United Kingdom,52.3314292,-0.1847723,"Huntingdon and Peterborough, England, England",England,ENG
393,Sandy Springs,United States,33.9242688,-84.3785379,"Sandy Springs, Fulton, GA, Optional[GA]",Georgia,GA
394,South Milwaukee,United States,42.9105722,-87.8606367,"South Milwaukee, WI",Wisconsin,WI
395,Pontiac,United States,42.6389216,-83.2910468,"Pontiac, MI",Michigan,MI
396,Mount Airy,United States,36.4993297,-80.6071609,"Mount Airy, NC",North Carolina,NC
397,San Marcos,United States,33.1433723,-117.1661449,"San Marcos, CA",California,CA
398,St Ives,United Kingdom,50.196896,-5.480315,"Saint Ives, East of England, England, England",England,ENG
399,Sahibzada Ajit Singh Nagar,India,30.6904366,76.7116208,SAS Nagar,Punjab,PB
400,Tauranga,New Zealand,-37.6859006,176.167505,"Tauranga, Bay of Plenty",Bay of Plenty,BOP
401,Chilliwack,Canada,49.157677,-121.95143,"Chilliwack, BC",British Columbia,BC
402,Spanaway,United States,47.0979462,-122.4243422,"Spanaway, WA",Washington,WA
403,St. Albert,Canada,53.6288228,-113.6278034,"Saint Albert, AB",Alberta,AB
404,Sault Ste. Marie,Canada,46.52391,-84.320068,"Sault Ste. Marie, ON",Ontario,ON
405,Brossard,Canada,45.4554829,-73.4678904,"Brossard, QC",Quebec,QC
406,Waterford Township,United States,42.7022527,-83.402718,"Waterford, MI",Michigan,MI
407,Maple Valley,United States,47.3664231,-122.0437127,"Maple Valley, WA",Washington,WA
408,SeaTac,United States,47.4449086,-122.283084,"SeaTac, WA",Washington,WA
409,Wales,United Kingdom,53.34061,-1.28162,"Flint, Wales, Wales",England,ENG
410,Fountain Valley,United States,33.7038145,-117.9627349,"Fountain Valley, CA",California,CA
411,Pontypridd,United Kingdom,51.5890349,-3.3258050294949495,"Brecon, Wales, Wales",Wales,WLS
412,Pleasant Hill,United States,37.9479786,-122.0607963,"Pleasant Hill, CA",California,CA
413,Clearwater,United States,27.9774736,-82.8279313,"Clearwater Beach, FL",Florida,FL
414,Rosario,Argentina,-32.9400995,-60.6657465,"Rosario, Santa Fe, Santa Fe",Santa Fe,S
415,Brunswick,United States,41.2456819,-81.8275398,"Brunswick, OH",Ohio,OH
416,Mold,United Kingdom,53.1671457,-3.1376421,"Mold, Wales, Wales",Wales,WLS
417,San Rafael,United States,37.9735346,-122.5310874,"San Rafael, CA",California,CA
418,Warlingham,United Kingdom,51.309559,-0.0557157,"Warlingham, England, England",England,ENG
419,Swinton,United Kingdom,54.148377,-0.837226,"Swinton, North West England, England, England",England,ENG
420,Belfast,United Kingdom,54.590951,-5.932265,"Belfast City Centre, Northern Ireland, Northern Ireland",Northern Ireland,NIR
421,Grants Pass,United States,42.4393707,-123.3272489,"Grants Pass, OR",Oregon,OR
422,North Canton,United States,40.875891,-81.4023356,"North Canton, OH",Ohio,OH
423,Poway,United States,32.9628234,-117.0358646,"Poway, CA",California,CA
424,San Gabriel,United States,34.0990733,-118.1085682,"San Gabriel, CA",California,CA
425,New England,United States,46.541312,-102.866964,"New Bedfont, England, England",North Dakota,ND
426,Florianópolis,Brazil,-27.5973002,-48.5496098,"Florianópolis, Santa Catarina, Santa Catarina",Santa Catarina,SC
427,Chatham-Kent,Canada,41.875,-82.238724675,"Chatham-Kent, ON",Ontario,ON
428,Toronto,Canada,43.6007625,-79.505264,"New Toronto, ON",Ontario,ON
429,Wales,United States,44.16106,-70.054814,"Llandrindod Wells, Wales, Wales",Maine,ME
430,Bromont,Canada,45.3187339,-72.6463074,"Bromont, QC",Quebec,QC
431,Itasca,United States,41.9751722,-88.0067509,"Itasca, IL",Illinois,IL
432,Watton,United Kingdom,53.9380856,-0.4524768,"Watton, East of England, England, England",England,ENG
433,Mount Clemens,United States,42.5972563,-82.8779754,"Mount Clemens, MI",Michigan,MI
434,Ewa Beach,United States,21.315603,-158.008804,"Ewa Beach, HI",Hawaii,HI
435,Scotland,United States,45.283449,-97.919777,"High Blantyre, Scotland, Scotland",South Dakota,SD
436,Wagga Wagga City Council,Australia,-35.115,147.3677778,Wagga Wagga,New South Wales,NSW
437,Mississauga,Canada,43.5912635,-79.6264657,"Mississauga Valley, ON",Ontario,ON
438,Carpentersville,United States,42.1211364,-88.2578582,"Carpentersville, IL",Illinois,IL
439,Crown Point,United States,41.4169806,-87.3653136,"Crown Point, IN",Indiana,IN
440,Risca,United Kingdom,51.6086041,-3.0992328,"Risca, Wales, Wales",Wales,WLS
441,St. Petersburg,United States,27.759293,-82.622172,"Saint Pete, FL",Florida,FL
442,Gwalior,India,26.2037247,78.1573628,"Gwalior, Madhya Pradesh, Madhya Pradesh",Madhya Pradesh,MP
443,Santa Maria,United States,34.9531295,-120.435857,"Santa Maria, CA",California,CA
444,San Leandro,United States,37.7249296,-122.1560768,"San Leandro, CA",California,CA
445,New Century,United States,38.825165,-94.830121,"New Century, KS",Kansas,KS
446,Edmonds,United States,47.8105738,-122.3774952,"Edmonds, WA",Washington,WA
447,Centreville,United States,38.84487,-77.43540260778344,"Centreville, VA",Virginia,VA
448,Bensalem Township,United States,40.1045549,-74.951279,"Bensalem, PA",Pennsylvania,PA
449,Harlech,United Kingdom,52.85902245,-4.107237683664799,"Rhondda, Wales, Wales",Wales,WLS
450,San Angelo,United States,31.4649685,-100.4405094,"San Angelo, TX",Texas,TX
451,Taunton,United States,41.9019257,-71.0931485,"Taunton, MA",Massachusetts,MA
452,Wakefield,United States,42.506484,-71.0728306,"Wakefield, MA",Massachusetts,MA
453,La Quinta,United States,33.677474,-116.2958789,"La Quinta, CA",California,CA
454,Fremont,United States,41.4338363,-96.4960449,"Fremont, NE",Nebraska,NE
455,Monroe,United States,47.8552259,-121.971335,"Monroe, WA",Washington,WA
456,Waycross,United States,31.2135511,-82.3540178,"Waycross, GA",Georgia,GA
457,Abergavenny,United Kingdom,51.8174352,-3.0090126,"Abergavenny, Wales, Wales",Wales,WLS
458,Tumwater,United States,47.0080655,-122.910368,"Tumwater, WA",Washington,WA
459,Lynnwood,United States,47.8103747,-122.32402,"Seattle Heights, WA",Washington,WA
460,Warrenville,United States,41.8179303,-88.174097,"Warrenville, IL",Illinois,IL
461,Waterloo,United States,42.498275,-92.3328743,"Waterloo, IA",Iowa,IA
462,San Francisco,United States,34.3958981,-106.8391932,"San Francisco, NM",New Mexico,NM
463,Rancho Santa Margarita,United States,33.6408845,-117.6029341,"Rancho Santa Margarita, CA",California,CA
464,Bridgewater,United States,41.9903787,-70.9750426,"Bridgewater, MA",Massachusetts,MA
465,Santa Clarita,United States,34.4233293,-118.4720281,"Canyon Country, CA",California,CA
466,St. Charles,United States,41.9139808,-88.3128183,"Saint Charles, IL",Illinois,IL
467,Brentwood,United States,40.7812093,-73.2462273,"Brentwood, NY",New York,NY
468,Ponte Vedra Beach,United States,30.2274645,-81.3800824,"Ponte Vedra Beach, FL",Florida,FL
469,Sydney,Australia,-33.8061209,151.2540182,Clontarf,New South Wales,NSW
470,Brentwood,United States,37.9317766,-121.696026,"Brentwood, CA",California,CA
471,El Centro,United States,32.792,-115.563051,"El Centro, CA",California,CA
472,Antioch,United States,38.0049214,-121.805789,"Antioch, CA",California,CA
473,Clementi,Italy,42.19166,14.3427,"Clementi New Town, ",Abruzzo,ABR
474,Bellefontaine,United States,40.3611643,-83.7596557,"Bellefontaine, OH",Ohio,OH
475,Moses Lake,United States,47.1301417,-119.278077,"Moses Lake, WA",Washington,WA
476,Gold Coast City,Australia,-28.0751722,153.3913156,"Robina, Queensland",Queensland,QLD
477,Epping Forest,United Kingdom,51.6892068,-0.0009449,"Waltham Abbey, England, England",England,ENG
478,Town of Cheektowaga,United States,42.9033917,-78.7547536,"Cheektowaga, NY",New York,NY
479,Montevallo,United States,33.1006746,-86.8641558,"Montevallo, AL",Alabama,AL
480,Watsonville,United States,36.9092773,-121.7529071,"Watsonville, CA",California,CA
481,Shoreline,United States,47.7564667,-122.3437497,"Shoreline, WA",Washington,WA
482,Newcastle,United States,47.5395736,-122.1563331,"Newcastle, WA",Washington,WA
483,Snoqualmie,United States,47.5289527,-121.827093,"Snoqualmie, WA",Washington,WA
484,Orion,United States,42.737682,-83.238344,"Mountain View, Buncombe, NC, Optional[NC]",Michigan,MI
485,Village of Wappingers Falls,United States,41.5965635,-73.9112103,"Wappingers Falls, NY",New York,NY
486,Salisbury,United States,38.366027,-75.6009964,"Salisbury, MD",Maryland,MD
487,London,United Kingdom,51.5544402,-0.1148807,"Lower Holloway, England, England",England,ENG
488,Wake Forest,United States,35.9803138,-78.5103731,"Wake Forest, NC",North Carolina,NC
489,University Place,United States,47.216263049999995,-122.54000715779645,"University Place, WA",Washington,WA
490,Owasso,United States,36.2659698,-95.8548557,"Owasso, OK",Oklahoma,OK
491,Warrendale,United States,40.6534001,-80.079503,"Warrendale, PA",Pennsylvania,PA
492,Battle Ground,United States,45.7813532,-122.5337433,"Battle Ground, WA",Washington,WA
493,Fenton,United States,38.5131989,-90.4400578,"Fenton, MO",Missouri,MO
494,Village of Rockville Centre,United States,40.6574186,-73.6450664,"Rockville Centre, NY",New York,NY
495,Montclair,United States,40.8164458,-74.2210643,"Montclair, NJ",New Jersey,NJ
496,Rahway,United States,40.6081591,-74.2776468,"Rahway, NJ",New Jersey,NJ
497,Portstewart,United Kingdom,55.1829096,-6.7187008,"Portstewart, Northern Ireland, Northern Ireland",Northern Ireland,NIR
498,Montgomery,United States,41.730585,-88.3459048,"Montgomery, IL",Illinois,IL
499,Montebello,United States,34.0159398,-118.111975,"Montebello, CA",California,CA
500,Milton,United States,47.2481166,-122.312837,"Milton, WA",Washington,WA
501,London,United Kingdom,51.5500554,-0.1425712,"Kentish Town, England, England",England,ENG
502,Amber Valley,United Kingdom,53.1025222,-1.5075205,"Upper Holloway, England, England",England,ENG
503,Hastings,United Kingdom,50.85565,0.5452,"Saint Leonards-on-Sea, England, England",England,ENG
504,Mukilteo,United States,47.9474034,-122.3036992,"Mukilteo, WA",Washington,WA
505,Mountain Ash,United Kingdom,51.6817988,-3.3768026,"Mountain Ash, Wales, Wales",Wales,WLS
506,Salina,United States,38.8402805,-97.6114237,"Salina, KS",Kansas,KS
507,North Kansas City,United States,39.1432057,-94.5733988,"North Kansas City, MO",Missouri,MO
508,Rocky Mount,United States,36.9962007,-79.8909474,"Rocky Mount, VA",Virginia,VA
509,San Dimas,United States,34.1066756,-117.8067257,"San Dimas, CA",California,CA
510,Fort Stewart,United States,31.8694349,-81.6077657,"Fort Stewart, GA",Georgia,GA
511,Vale of White Horse,United Kingdom,51.5878072,-1.4249258,"Wantage, England, England",England,ENG
512,Sanford,United States,35.4798757,-79.1802994,"Sanford, NC",North Carolina,NC
513,Porthmadog,United Kingdom,52.9287021,-4.1324794,"Porthmadog, Wales, Wales",Wales,WLS
514,Melbourne,Australia,-37.879667749999996,145.16291624893952,Glen Waverley,Victoria,VIC
515,Mountain Home,United States,36.3361391,-92.3801187,"Mountain Home, AR",Arkansas,AR
516,Griffith,Australia,-34.2864069,146.04243190668797,"Olympic Park, New South Wales",New South Wales,NSW
517,San Pablo,United States,37.9621457,-122.3455263,"San Pablo, CA",California,CA
518,Kirkwall,United Kingdom,58.9816049,-2.960369,"Kirkwall, Scotland, Scotland",Scotland,SCT
519,Sydney,Australia,-34.0636914,150.8206159,"Campbelltown, New South Wales, New South Wales",New South Wales,NSW
520,Pennsauken Township,United States,39.9562238,-75.0579502,"Pennsauken, NJ",New Jersey,NJ
521,Village of Chesaning,United States,43.1847597,-84.1149965,"Chesaning, MI",Michigan,MI
522,Bountiful,United States,40.8894611,-111.8804817,"Bountiful, UT",Utah,UT
523,Welshpool,United Kingdom,52.6580323,-3.1394424,"Welshpool, Wales, Wales",Wales,WLS
524,Atlantic Beach,United States,30.342667,-81.379699,"Atlantic Beach, FL, Optional[FL]",Florida,FL
525,Nantes,France,47.2186371,-1.5541362,Nantes,Pays de la Loire,PDL
526,Lake Saint Louis,United States,38.7850251,-90.7935034,"Lake Saint Louis, MO",Missouri,MO
527,Huntingdon,United States,40.4847959,-78.0102813,"Huntingdon, PA",Pennsylvania,PA
528,Ammanford,United Kingdom,51.7955509,-3.996828,"Ammanford, Wales, Wales",Wales,WLS
529,Poynton,United Kingdom,53.3492505,-2.1174396,"Poynton, England, England",England,ENG
530,Salt Lake City,United States,40.7596198,-111.8867975,Salt Lake City,Utah,UT
531,Oak Harbor,United States,48.2931559,-122.643224,"Oak Harbor, WA",Washington,WA
532,Wadebridge,United Kingdom,50.5171441,-4.8340186,"Wadebridge, England, England",England,ENG
533,Washington,United States,38.5581072,-91.0120878,"Washington, MO",Missouri,MO
534,Canton,United States,34.2367621,-84.4907621,"Canton, GA",Georgia,GA
535,Babergh,United Kingdom,52.1261961,0.9367006,"Wattisham, England, England",England,ENG
536,Harrogate,United Kingdom,53.9367932,-1.7833462,"Denton, North West England, England, England",England,ENG
537,Amherstburg,Canada,42.105860250000006,-83.08352039718946,"Saint Thomas, ON",Ontario,ON
538,Sydney,Australia,-33.7478359,151.0350621,"West Pennant Hills, New South Wales",New South Wales,NSW
539,London,United Kingdom,51.4948884,-0.1005731,"Elephant & Castle, England, England",England,ENG
540,Sandwell,United Kingdom,52.5151278,-2.013562373718973,"Sandwell, England, England",England,ENG
541,Wales,United Kingdom,53.34061,-1.28162,"Saltney, Wales, Wales",England,ENG
542,Salem,United States,42.5195292,-70.8967226,"Salem, MA",Massachusetts,MA
543,London,United Kingdom,51.5846627,-0.3134253,"Kenton, London, England, England",England,ENG
544,Mill Creek,United States,47.8577455,-122.2210628,"Mill Creek, WA",Washington,WA
545,San Fernando,United States,34.28497,-118.437652,"San Fernando, CA",California,CA
546,North Brunswick,United States,40.4539249,-74.476545,"North Brunswick, NJ",New Jersey,NJ
547,Fenton,United States,42.7978061,-83.7049498,"Fenton, MI",Michigan,MI
548,Montreal,Canada,45.5031824,-73.5698065,"Montréal, QC",Quebec,QC
549,Pembroke,United Kingdom,51.673007,-4.9064413,"Pembroke, Wales, Wales",Wales,WLS
550,Shoalhaven City Council,Australia,-34.7322837,150.6762019,"Broughton, Wales, Wales",New South Wales,NSW
551,Linthicum,United States,39.2039094,-76.6597094,"Linthicum, MD",Maryland,MD
552,Wenatchee,United States,47.4234599,-120.310349,"Wenatchee, WA",Washington,WA
553,Wausau,United States,44.9596017,-89.6298239,"Wausau, WI",Wisconsin,WI
554,Victoria,United States,28.8202926,-96.9848646,"Victoria, TX",Texas,TX
555,Kumasi,Ghana,6.698152,-1.621229,"Kumasi, Ashanti, Ashanti",Ashanti,AH
556,Porth,United Kingdom,51.6124563,-3.4076599,"Porth, Wales, Wales",Wales,WLS
557,Warangal,India,17.9820644,79.5970954,Warangal,Telangana,TG
558,Ottumwa,United States,41.0195659,-92.4116886,"Ottumwa, IA",Iowa,IA
559,Village of East Rockaway,United States,40.641937,-73.6662877,"Far Rockaway, NY",New York,NY
560,Tinton Falls,United States,40.2890734,-74.0927967,"Tinton Falls, NJ",New Jersey,NJ
561,Wales,United States,48.895238,-98.600806,"North Cornelly, Wales, Wales",North Dakota,ND
562,Melbourne,Australia,-37.81650195,144.9838372088187,Jolimont,Victoria,VIC
563,Front Royal,United States,38.9178538,-78.1917718,"Front Royal, VA",Virginia,VA
564,Walla Walla,United States,46.0667277,-118.339345,"Walla Walla, WA",Washington,WA
565,Quantico,United States,38.5223434,-77.2935926,"Quantico, VA",Virginia,VA
566,Saltash,United Kingdom,50.4086702,-4.2112226,"Saltash, England, England",England,ENG
567,Melbourne,Australia,-37.7136622,145.14771859225922,"Eltham, Victoria, Victoria",Victoria,VIC
568,Shrewsbury,United Kingdom,52.7278767,-2.7429648,"Mount Pleasant, England, England",England,ENG
569,Fort Saskatchewan,Canada,53.7128571,-113.2148942,"Fort Saskatchewan, AB",Alberta,AB
570,Connah's Quay,United Kingdom,53.2327995,-3.0831460831608393,"Connahs Quay, Wales, Wales",Wales,WLS
571,Sweetwater,United States,32.4709519,-100.405938,"Sweetwater, TX",Texas,TX
572,London,United Kingdom,51.429006799999996,-0.36358215000000466,"Walton upon Thames, England, England",England,ENG
573,Sandestin,United States,30.3799222,-86.3302238,"Sandestin, FL",Florida,FL
574,Wasilla,United States,61.5824216,-149.442563,"Wasilla, AK",Alaska,AK
575,New Kent,United States,37.5178648,-76.9783631,"New Kent, VA",Virginia,VA
576,San Antonio,United States,28.3361142,-82.2745308,"San Antonio, FL",Florida,FL
577,Pembroke Dock,United Kingdom,51.6982804,-4.9530572,"Pembroke Dock, Wales, Wales",Wales,WLS
578,Corinth,United States,33.1540091,-97.0647322,"Corinth, TX",Texas,TX
579,Walled Lake,United States,42.537811,-83.4810481,"Walled Lake, MI",Michigan,MI
580,Saint-Hyacinthe,Canada,45.627484,-72.940636,"Saint-Hyacinthe, QC",Quebec,QC
581,Pensacola Beach,United States,30.3342348,-87.1350979,"Pensacola Beach, FL",Florida,FL
582,Washington,United States,40.17396,-80.2461714,"Washington, PA",Pennsylvania,PA
583,Waterville,United States,44.5520105,-69.6317121,"Waterville, ME",Maine,ME
584,Osasco,Brazil,-23.5324859,-46.7916801,Osasco,São Paulo,SP
585,Guntur,India,16.2915189,80.4541588,Guntūr,Andhra Pradesh,AP
586,Saratoga,United States,37.2638324,-122.0230146,"Saratoga, CA",California,CA
587,Watertown,United States,42.3652226,-71.1843771,"Watertown, MA",Massachusetts,MA
588,Elmont,United States,40.7076444,-73.7093041,"Elmont, NY",New York,NY
589,Mount Vernon,United States,48.4200462,-122.32642,"Mount Vernon, WA",Washington,WA
590,Warwick,United Kingdom,52.28333,-1.58333,"Warwick, North West England, England, England",England,ENG
591,Staunton,United States,38.1495947,-79.072557,"Staunton, VA",Virginia,VA
592,Viçosa do Ceará,Brazil,-3.5667684,-41.091504,Viçosa do Ceará,Ceará,CE
593,Saint Joseph,United States,42.1095808,-86.4799538,"Saint Joseph, MI",Michigan,MI
594,Santee,United States,32.8383828,-116.9739167,"Santee, CA",California,CA
595,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Cheltenham, Victoria, Victoria",Tamaulipas,TAM
596,Sydney,Australia,-33.90023315,151.17257865,"Monmouth, Wales, Wales",New South Wales,NSW
597,Queensferry,United Kingdom,53.2079565,-3.021788,"Queensferry, Wales, Wales",Wales,WLS
598,Mount Airy,United States,39.3765918,-77.1549078,"Mount Airy, MD",Maryland,MD
599,Duvall,United States,47.7423219,-121.9856782,"Duvall, WA",Washington,WA
600,Sydney,Australia,-33.8784753,151.104049,"Burwood, New South Wales, New South Wales",New South Wales,NSW
601,Ottawa,United States,41.3516628,-88.845436,"Ottawa, IL",Illinois,IL
602,Covington,United States,47.3657791,-122.100222,"Covington, WA",Washington,WA
603,Centerville,United States,39.6283928,-84.1593818,"Centerville, OH",Ohio,OH
604,Nelson,New Zealand,-41.2764829,173.2914116,"Nelson, Tasman",Nelson,NSN
605,South Salt Lake,United States,40.7074741,-111.88827,"South Salt Lake, UT",Utah,UT
606,Porthcawl,United Kingdom,51.4769107,-3.7022676,"Porthcawl, Wales, Wales",Wales,WLS
607,Clinton,United States,41.8502821,-90.1877485,"Clinton, IA",Iowa,IA
608,Palm City,United States,27.202311,-80.2735567,"Lighthouse Point, Broward, FL, Optional[FL]",Florida,FL
609,Washington Court House,United States,39.5364511,-83.4390843,"Washington Court House, OH",Ohio,OH
610,Arlington,United States,48.1810957,-122.1389548,"Arlington, WA",Washington,WA
611,Newport,United Kingdom,51.5954576,-3.0662702,"Rogerstone, Wales, Wales",Wales,WLS
612,Saltburn by the Sea,United Kingdom,54.5846769,-0.9740921,"Saltburn-by-the-Sea, England, England",England,ENG
613,Saarbrücken,Germany,49.234362,6.996379,Saarbrücken,Saarland,SL
614,St. Catharines,Canada,43.1185457,-79.2391241,"Saint Catharines, ON",Ontario,ON
615,Calabasas,United States,34.1446643,-118.644097,"Calabasas, CA",California,CA
616,St. George,United States,37.0802661,-113.5784608,"Saint George, UT",Utah,UT
617,Huntersville,United States,35.4108278,-80.8429304,"Huntersville, NC",North Carolina,NC
618,Caernarvon Township,United States,40.1552219,-75.889912,"Morgantown, PA",Pennsylvania,PA
619,Quinte West,Canada,44.1019126,-77.57539,"Trenton, ON",Ontario,ON
620,Asansol,India,23.6871297,86.9746587,"Āsansol, West Bengal, West Bengal",West Bengal,WB
621,Mount Prospect,United States,42.0664167,-87.9372908,"Mount Prospect, IL",Illinois,IL
622,Cheney,United States,47.4892246,-117.579304,"Cheney, WA",Washington,WA
623,Punta Gorda,United States,26.9297836,-82.0453664,"Punta Gorda, FL",Florida,FL
624,Stornoway,United Kingdom,58.20842,-6.3881077,"Stornoway, Scotland, Scotland",Scotland,SCT
625,San Miguel de Tucumán,Argentina,-26.8303703,-65.2038133,San Miguel de Tucumán,Tucumán,T
626,Sydney,Australia,-33.8260081,151.2254326,"Cremorne, New South Wales, New South Wales",New South Wales,NSW
627,Santo André,Brazil,-23.6573395,-46.5322504,"Santo André, São Paulo, São Paulo",São Paulo,SP
628,Rancho San Diego,United States,32.7472748,-116.9353032,"Rancho San Diego, CA",California,CA
629,Arkansas City,United States,37.0622562,-97.0388338,"Arkansas City, KS",Kansas,KS
630,Bluewater,United States,34.1686271,-114.2649504,"Bluewater, AZ",Arizona,AZ
631,Odenton,United States,39.0897199,-76.7073534,"Odenton, MD",Maryland,MD
